140.334  558.753
202.234  557.139
247.856  554.031
319.568  546.323
378.27  535.595
443.506  521.818
498.96  509.576
583.84  480.572
658.937  453.102
743.916  408.9
802.796  370.816
868.22  328.164
940.13  290.061
1038.01  265.596
1135.82  251.769
1272.72  237.883
1465.03  217.834
1663.82  203.854
1927.7  197.374
1986.36  194.246
