   -0.269785594940185547E+04    0.117908559416565292E+00    0.127942460259719596E+03    0.130470698441956870E+04    0.208688462280586236E+03    0.417896646905649138E+01    0.173073800232572552E+03    0.100000000000000000E+01    0.256288514733314514E+02    0.117908559416565292E+00    0.160844399999999994E-03    0.411131699999999969E-08    0.980576600000000020E+00    0.208464372125915247E+02    0.328738100000000009E-09    0.104859250609329791E+03    0.122107249999999993E+03    0.999975179498112765E+00    0.127942460259719596E+03    0.234548243353814513E+03    0.417896646905649138E+01    0.173073800232572552E+03    0.804083840940510015E+02    0.861988499999999931E+02    0.730699999999999994E-10    0.231249687629162343E+00    0.000000000000000000E+00    0.408896422797525929E+02    0.574691273718698659E+00    0.152170878498512647E-01    0.163903884784876586E+01    0.993540314521785817E+01    0.000000000000000000E+00    0.104600032031250478E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.106554285462050622E+02    0.000000000000000000E+00    0.000000000000000000E+00    0.116792070501359285E+00    0.472636845849649236E+08    0.000000000000000000E+00    0.204159157988860807E+00    0.135910737999999992E+04    0.136014319000000000E+04    0.135900270999999998E+04    0.136012861999999996E+04    0.119548097000000007E+04    0.911569073000000003E+03    0.130439396000000011E+04    0.130376633999999990E+04    0.122500201999999990E+04    0.804090412999999984E+02    0.122107249999999993E+03    0.135696072000000004E+04    0.135457121000000006E+04    0.135715205999999989E+04    0.136179689000000008E+04    0.135963956000000007E+04    0.136173773000000006E+04    0.135958029000000010E+04    0.866575724000000037E+03    0.188295114000000012E+03    0.130921976999999993E+04    0.130654455000000007E+04    0.130891219999999998E+04    0.130623214000000007E+04    0.111544861999999989E+04    0.121800874999999996E+04    0.576305367000000047E+03    0.887048458000000011E+02    0.175743494999999996E+03    0.175919562000000013E+03    0.102135199999999998E+04   -0.102360897000000000E+04    0.102446440000000007E+04   -0.236318748306688257E+08   -0.230091898153046470E+01    1
    0.185972833633422852E+04    0.119073893780121537E+00    0.127950883015501716E+03    0.199852057317266167E+04    0.232948366242684443E+03    0.419235717853824230E+01    0.172529961767529585E+03    0.100000000000000000E+01    0.187235665917396545E+02    0.119073893780121537E+00    0.314311000000000007E-03    0.298017000000000006E-08    0.994816799999999946E+00    0.209804700605092904E+02    0.179721900000000012E-09    0.143310120576581340E+03    0.115681753000000000E+03    0.999999394659260132E+00    0.127950883015501716E+03    0.194246000000000009E+03    0.419235717853824230E+01    0.172529961767529585E+03    0.803655172584298043E+02    0.353774500000000032E+02    0.465400000000000016E-09    0.231478685708069093E+00    0.000000000000000000E+00    0.215204610412371311E+01    0.269789129764139634E-03    0.249923709829862409E-01    0.178496779049364962E+01    0.111347634697532420E+02    0.000000000000000000E+00    0.108537158941261236E+02    0.000000000000000000E+00    0.000000000000000000E+00    0.108732722512385873E-03    0.000000000000000000E+00    0.000000000000000000E+00    0.148686204649412645E+01    0.793145385014349595E+07    0.000000000000000000E+00    0.257767970881970454E+01    0.202885131999999999E+04    0.202785867000000007E+04    0.202881847999999991E+04    0.202784849000000008E+04    0.196451612999999998E+04    0.161678496999999993E+04    0.199846976999999993E+04    0.199822343999999998E+04    0.196096337999999992E+04    0.803958535999999953E+02    0.115681753000000000E+03    0.191637118000000009E+04    0.191633512999999994E+04    0.191830837999999994E+04    0.202734713000000011E+04    0.202590644999999995E+04    0.202732570000000010E+04    0.202588499999999999E+04    0.161143694000000005E+04    0.116474045000000001E+04    0.199754279999999994E+04    0.199563607999999999E+04    0.199741474999999991E+04    0.199551296000000002E+04    0.192375663000000009E+04    0.195877143999999998E+04    0.632479977999999960E+03    0.945708379000000008E+02    0.182986951000000005E+03    0.183074647999999996E+03   -0.472832680999999980E+03    0.482148603999999978E+03    0.483606523999999979E+03   -0.396574193277470116E+07   -0.240091898153046479E+01    1
   -0.261815547943115234E+03    0.117453712315239128E+00    0.127929046957904447E+03    0.177220538902551948E+04    0.188033304810565966E+03    0.421281616716049445E+01    0.172509725489491643E+03    0.100000000000000000E+01    0.642608100175857544E+01    0.117453712315239128E+00    0.308295299999999982E-03    0.302711600000000016E-08    0.999316100000000040E+00    0.209071015646019873E+02    0.603972900000000055E-10    0.146518392342061446E+03    0.112634247999999999E+03    0.999993897004627375E+00    0.127929046957904447E+03    0.201192421551897212E+03    0.421281616716049445E+01    0.172509725489491643E+03    0.803673829371299604E+02    0.262365600000000008E+02    0.141499999999999997E-08    0.231464474741533088E+00    0.000000000000000000E+00    0.275605773411340671E+01    0.510055996517684920E-03    0.285825206377751280E-01    0.170431667820522281E+01    0.121444113662143724E+02    0.000000000000000000E+00    0.191139778156880027E+02    0.000000000000000000E+00    0.000000000000000000E+00    0.472675525166583999E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.132578072218580179E+01    0.435263160200000089E+07    0.000000000000000000E+00    0.235291543735122577E+01    0.179202372999999989E+04    0.179094698999999991E+04    0.179202053999999998E+04    0.179093809000000010E+04    0.178554670000000010E+04    0.146600407999999993E+04    0.177191402999999991E+04    0.177189294999999993E+04    0.176809987999999998E+04    0.804595841999999948E+02    0.112634247999999999E+03    0.182726969000000008E+04    0.182702633999999989E+04    0.182911184000000003E+04    0.178986926999999991E+04    0.178829595999999992E+04    0.178986325000000011E+04    0.178828991999999994E+04    0.145831545000000006E+04    0.104410902000000010E+04    0.177033860000000004E+04    0.176830717000000004E+04    0.177032210000000009E+04    0.176829664000000002E+04    0.176474405000000002E+04    0.176516895000000000E+04    0.524813148999999953E+03    0.756785983000000044E+02    0.145569076999999993E+03    0.145408671999999996E+03   -0.425979569000000026E+03    0.439321183000000019E+03    0.439575061000000005E+03   -0.217633787765379110E+07   -0.250091898153046444E+01    1
    0.272757530212402344E+04    0.119628849094421078E+00    0.127952875907408085E+03    0.187288712317173963E+04    0.154261839444132761E+04    0.416628544464546380E+01    0.172943455466211475E+03    0.100000000000000000E+01    0.124149276614189148E+02    0.119628849094421078E+00    0.315193500000000024E-03    0.304079399999999983E-08    0.998680400000000024E+00    0.211579264254715866E+02    0.554263899999999997E-10    0.140601011762384076E+03    0.119715638999999996E+03    0.999999025667343777E+00    0.127952875907408085E+03    0.198720018803422505E+03    0.416628544464546380E+01    0.172943455466211475E+03    0.806464291126006714E+02    0.261346099999999986E+02    0.165499999999999997E-09    0.229925780899373156E+00    0.000000000000000000E+00    0.206971385798969054E+01    0.608832216135877981E-03    0.280606623685901065E-01    0.198774685931156236E+01    0.121874224709360455E+02    0.000000000000000000E+00    0.349055889729013025E+01    0.000000000000000000E+00    0.000000000000000000E+00   -0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.811951800561740953E+02    0.431872596436288301E+07    0.000000000000000000E+00    0.386623550343184661E+02    0.337144075999999995E+04    0.338318917000000010E+04    0.337142905999999994E+04    0.338318053000000009E+04    0.334857038000000011E+04    0.316431170999999995E+04    0.195615436000000000E+04    0.195603757999999993E+04    0.210569023999999990E+04    0.803930160999999970E+02    0.119715638999999996E+03    0.251541075000000001E+04    0.251524008999999978E+04    0.251682357000000002E+04    0.348691440999999986E+04    0.348618073999999979E+04    0.348690464000000020E+04    0.348617095999999992E+04    0.315805918000000020E+04    0.268293622999999980E+04    0.212235662000000002E+04    0.212058509999999978E+04    0.212266409999999996E+04    0.212053146000000015E+04    0.191901195000000007E+04    0.210366125000000011E+04    0.335902991999999995E+04    0.670197186999999985E+03    0.124808847999999989E+04    0.124843732999999997E+04   -0.144839121999999998E+04    0.146616058999999996E+04    0.146569499999999994E+04   -0.215943279300477682E+07   -0.260091898153046452E+01    1
    0.306794977188110352E+04    0.117840608763452315E+00    0.127933149026764909E+03    0.165536311551432323E+04    0.129428640480102285E+04    0.418620048911808240E+01    0.173835086712170778E+03    0.100000000000000000E+01    0.109467232823371887E+02    0.117840608763452315E+00    0.312893000000000014E-03    0.309624000000000005E-08    0.998719000000000023E+00    0.212470876682077154E+02    0.631186700000000053E-10    0.143641216511488182E+03    0.119004825999999994E+03    0.999998786560939878E+00    0.127933149026764909E+03    0.204448734368478114E+03    0.418620048911808240E+01    0.173835086712170778E+03    0.805781372055443796E+02    0.221314099999999989E+02    0.168199999999999998E-09    0.230305951458061292E+00    0.000000000000000000E+00    0.228770046288659890E+01    0.120239168731264487E-02    0.280922127364663723E-01    0.209374803484382310E+01    0.121208966164654868E+02    0.000000000000000000E+00    0.449276391128450836E+01    0.000000000000000000E+00    0.000000000000000000E+00   -0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.425598652655822249E+02    0.309218378028125037E+07    0.000000000000000000E+00    0.185126627408030551E+02    0.288907625999999982E+04    0.289864474999999993E+04    0.288906719000000021E+04    0.289863617000000022E+04    0.287158586000000014E+04    0.268739426000000003E+04    0.172180033000000003E+04    0.172170077999999990E+04    0.184177869000000010E+04    0.804074016000000000E+02    0.119004825999999994E+03    0.225126546000000008E+04    0.225141769000000022E+04    0.225301769999999988E+04    0.298421070000000009E+04    0.298333116999999993E+04    0.298420220000000018E+04    0.298332267000000002E+04    0.268127525000000014E+04    0.224722391000000016E+04    0.185588060999999993E+04    0.185390309999999999E+04    0.185617648000000008E+04    0.185385702999999990E+04    0.169051212000000010E+04    0.183955776999999989E+04    0.283879687000000013E+04    0.558115002000000004E+03    0.104683813000000009E+04    0.104713715000000002E+04   -0.134030931000000010E+04    0.135265528999999992E+04    0.135230677999999989E+04   -0.154613293860644312E+07   -0.270091898153046506E+01    1
   -0.369078636169433594E+03    0.118688438564178766E+00    0.127927060622238500E+03    0.158521124475710189E+04    0.118471513038798844E+04    0.417937787078541056E+01    0.175009483924330084E+03    0.100000000000000000E+01    0.261582621335983276E+02    0.118688438564178766E+00    0.306125100000000008E-03    0.323742199999999999E-08    0.990961800000000004E+00    0.213771149927431132E+02    0.168328700000000001E-09    0.146054146698130467E+03    0.122379267999999996E+03    0.999999744186631845E+00    0.127927060622238500E+03    0.209382197586879215E+03    0.417937787078541056E+01    0.175009483924330084E+03    0.804867681933510397E+02    0.207163800000000009E+02    0.931600000000000045E-10    0.230819377521819719E+00    0.000000000000000000E+00    0.299227304124742455E+01    0.534874112694926941E-02    0.221079182584175797E-01    0.225326935627461777E+01    0.112292735588364412E+02    0.000000000000000000E+00    0.858529526978002555E+00    0.000000000000000000E+00    0.000000000000000000E+00   -0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.102165195810415561E+02    0.270752854071683763E+07    0.000000000000000000E+00    0.294476326501724062E+01    0.270685485000000017E+04    0.271512955999999986E+04    0.270679718000000003E+04    0.271512057000000004E+04    0.260591802999999982E+04    0.244905241999999998E+04    0.164388957000000005E+04    0.164355060000000003E+04    0.171228880000000004E+04    0.804684105000000045E+02    0.122379267999999996E+03    0.199201062000000002E+04    0.199195619000000011E+04    0.199377432999999996E+04    0.279222078999999985E+04    0.279126072999999997E+04    0.279218877999999995E+04    0.279122870000000012E+04    0.243261632999999983E+04    0.203306291000000010E+04    0.176214668000000006E+04    0.176006392000000005E+04    0.176232492000000002E+04    0.175990669000000003E+04    0.152796845000000008E+04    0.170804074999999989E+04    0.263094394000000011E+04    0.512762798999999973E+03    0.967900666999999999E+03    0.968122349999999983E+03   -0.137436192000000005E+04    0.138184726000000001E+04    0.138204328000000010E+04   -0.135377953140091314E+07   -0.280091898153046470E+01    1
    0.160830354690551758E+04    0.118979410535698410E+00    0.127953780459542585E+03    0.157208868253376340E+04    0.945748195003051705E+03    0.415868989639412678E+01    0.173508705738856747E+03    0.100000000000000000E+01    0.216738345623016357E+02    0.118979410535698410E+00    0.309602600000000009E-03    0.306880999999999987E-08    0.992128600000000027E+00    0.213706382246084949E+02    0.192647199999999988E-09    0.142006120392558074E+03    0.118635687000000004E+03    0.999999963829946159E+00    0.127953780459542585E+03    0.210305047930871723E+03    0.415868989639412678E+01    0.173508705738856747E+03    0.804700703530637753E+02    0.170274999999999999E+02    0.344299999999999990E-09    0.230904323883799806E+00    0.000000000000000000E+00    0.261845147088659935E+01    0.864946088813603291E-03    0.229623018320047473E-01    0.224518488925460957E+01    0.110280277164120566E+02    0.000000000000000000E+00    0.506305999524611838E+01    0.000000000000000000E+00    0.000000000000000000E+00   -0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.669893247295696082E+01    0.182483507812500023E+07    0.000000000000000000E+00    0.165914407094460548E+01    0.236966042999999991E+04    0.237538662000000022E+04    0.236963151000000016E+04    0.237537960000000021E+04    0.231494066999999995E+04    0.215303654999999981E+04    0.160950137999999993E+04    0.160924760999999990E+04    0.164871624999999995E+04    0.804557973000000004E+02    0.118635687000000004E+03    0.178063766000000010E+04    0.178067248999999993E+04    0.178304177000000004E+04    0.243101630999999998E+04    0.242988423999999986E+04    0.243099888000000010E+04    0.242986680999999999E+04    0.214322515000000021E+04    0.180536392999999998E+04    0.168634555999999998E+04    0.168417038000000002E+04    0.168642184999999995E+04    0.168404952000000003E+04    0.152666269000000011E+04    0.164561778000000004E+04    0.215133194000000003E+04    0.403335423999999989E+03    0.755653717000000029E+03    0.755923676000000000E+03   -0.931728684000000044E+03    0.950467125000000010E+03    0.950171501000000035E+03   -0.912432207376431907E+06   -0.290091898153046479E+01    1
    0.215972375869750977E+04    0.118880687237528648E+00    0.127952463110979309E+03    0.176334331580977914E+04    0.462082824286984248E+03    0.418063206842466606E+01    0.173746442982991852E+03    0.100000000000000000E+01    0.425080956220626831E+02    0.118880687237528648E+00    0.297702099999999983E-03    0.296413299999999990E-08    0.937787999999999955E+00    0.212692256410577158E+02    0.482901699999999981E-09    0.145676359249141825E+03    0.115950123000000005E+03    0.999999870102482924E+00    0.127952463110979309E+03    0.201410044086526568E+03    0.418063206842466606E+01    0.173746442982991852E+03    0.803756776117888450E+02    0.133619599999999998E+02    0.749800000000000037E-09    0.231425098725024730E+00    0.000000000000000000E+00    0.400106014887629335E+01    0.214699518859161879E-03    0.360814657941692764E-03    0.212049391920126507E+01    0.876652045209675279E+01    0.000000000000000000E+00    0.102375342143911130E+02    0.000000000000000000E+00    0.000000000000000000E+00   -0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.721397601952077250E+00    0.111965204082653066E+07    0.000000000000000000E+00    0.178368868045013551E+01    0.196214591999999993E+04    0.196284954999999991E+04    0.196199767999999995E+04    0.196284051999999997E+04    0.170089319999999998E+04    0.150956525000000011E+04    0.177021403000000009E+04    0.176893233000000009E+04    0.158545693000000006E+04    0.803986570000000000E+02    0.115950123000000005E+03    0.119912894000000006E+04    0.119916939000000002E+04    0.120200131000000010E+04    0.197674180000000001E+04    0.197527078000000006E+04    0.197666408000000001E+04    0.197519299999999998E+04    0.150185589000000004E+04    0.123910659000000010E+04    0.178404807000000005E+04    0.178194857000000002E+04    0.178344144000000006E+04    0.178131313999999998E+04    0.133628701000000001E+04    0.158222297000000003E+04    0.114480601000000001E+04    0.191845063000000010E+03    0.367408731999999986E+03    0.367516458999999998E+03   -0.642535100000000057E+03    0.652715178000000037E+03    0.653498918000000003E+03   -0.559839836048530880E+06   -0.300091898153046532E+01    1
    0.191419863718565739E+04    0.119270431714445874E+00    0.127943421785196762E+03    0.108747225215564708E+04    0.342703863149766335E+03    0.420157704074859062E+01    0.174110377949259174E+03    0.100000000000000000E+01    0.349742750368562056E+02    0.119270431714445874E+00    0.299765999999999976E-03    0.286304300000000020E-08    0.933511899999999950E+00    0.212392600812359440E+02    0.848546400000000022E-09    0.151509189601346719E+03    0.112423439999999999E+03    0.999999995517118379E+00    0.127943421785196762E+03    0.258603723539963880E+03    0.420157704074859062E+01    0.174110377949259174E+03    0.803905431399815882E+02    0.129338300000000004E+02    0.111699999999999997E-08    0.231338760173713520E+00    0.000000000000000000E+00    0.374034510927835662E+01    0.442753511464534931E-04    0.733696704937496008E-04    0.208433179399716551E+01    0.628657639531224444E+01    0.000000000000000000E+00    0.197712326792000006E+02    0.000000000000000000E+00    0.000000000000000000E+00   -0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.948520973090553193E-01    0.104846508003125014E+07    0.000000000000000000E+00    0.811045677819450694E+00    0.127887885000000006E+04    0.127934322999999995E+04    0.127880540999999994E+04    0.127933694999999989E+04    0.115998273999999992E+04    0.101769267000000002E+04    0.109441959999999995E+04    0.109371370999999999E+04    0.100228792999999996E+04    0.804047293999999937E+02    0.112423439999999999E+03    0.939225376999999980E+03    0.939260735999999952E+03    0.942832568000000038E+03    0.129266686000000004E+04    0.129033117999999990E+04    0.129262760000000003E+04    0.129029184000000009E+04    0.100599428999999998E+04    0.805513375999999994E+03    0.110796386000000007E+04    0.110475822999999991E+04    0.110763908999999990E+04    0.110440933999999993E+04    0.859602515000000039E+03    0.996586282999999980E+03    0.861133074999999963E+03    0.139369449000000003E+03    0.268184421999999984E+03    0.268298985000000016E+03   -0.589110358000000019E+03    0.597116499999999974E+03    0.598272286000000008E+03   -0.524248934266324039E+06   -0.310091898153046541E+01    1
    0.124629926681518555E+04    0.118446522115930736E+00    0.127954616244931287E+03    0.129334072843636977E+04    0.414748019725978452E+03    0.420203803294587530E+01    0.174288317323709293E+03    0.100000000000000000E+01    0.304926402568817139E+02    0.118446522115930736E+00    0.290693099999999997E-03    0.309771199999999986E-08    0.965005099999999949E+00    0.212401676441922937E+02    0.602998999999999977E-09    0.147655845078604301E+03    0.115068838999999997E+03    0.999999558027473201E+00    0.127954616244931287E+03    0.235733215878421419E+03    0.420203803294587530E+01    0.174288317323709293E+03    0.803885678021956807E+02    0.107591900000000003E+02    0.139799999999999993E-08    0.231353800155167294E+00    0.000000000000000000E+00    0.495200658516495196E+01    0.122335793837028165E-02    0.728945286145147708E-02    0.208542246446368384E+01    0.790660543692461371E+01    0.000000000000000000E+00    0.123284948509901326E+02    0.000000000000000000E+00    0.000000000000000000E+00   -0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.144337866085496452E+00    0.722976115408801008E+06    0.000000000000000000E+00    0.953261424945826108E+00    0.152066892000000007E+04    0.152148072999999999E+04    0.152061807999999996E+04    0.152147460999999998E+04    0.142430539999999996E+04    0.126536233999999990E+04    0.130167780999999991E+04    0.130125250000000005E+04    0.125390686000000005E+04    0.804055967999999979E+02    0.115068838999999997E+03    0.117215967000000001E+04    0.117212786000000006E+04    0.117562987999999996E+04    0.153745454999999993E+04    0.153553098000000000E+04    0.153742651000000001E+04    0.153550290999999993E+04    0.125481494999999995E+04    0.102297698000000003E+04    0.131826748999999995E+04    0.131554097999999999E+04    0.131808775999999989E+04    0.131533103000000006E+04    0.116358936999999992E+04    0.124986977999999999E+04    0.102846887999999990E+04    0.170701730999999995E+03    0.322431429999999978E+03    0.322515099000000021E+03   -0.507805352000000028E+03    0.524074068000000011E+03    0.524530797000000007E+03   -0.361502247025120188E+06   -0.320091898153046506E+01    1
